State,	County,	BA Climate Zone,	IECC Climate Zone,	IECC Moisture Regime
MD,	Charles,	Mixed-Humid,	4,	A
MD,	Dorchester,	Mixed-Humid,	4,	A
MD,	Frederick,	Mixed-Humid,	4,	A
MD,	Garrett,	Cold,	5,	A
MD,	Harford,	Mixed-Humid,	4,	A
MD,	Howard,	Mixed-Humid,	4,	A
MD,	Kent,	Mixed-Humid,	4,	A
MD,	Montgomery,	Mixed-Humid,	4,	A
MD,	Prince George's,	Mixed-Humid,	4,	A
MD,	Queen Anne's,	Mixed-Humid,	4,	A
MD,	Somerset,	Mixed-Humid,	4,	A
MD,	St. Mary's,	Mixed-Humid,	4,	A
MD,	Talbot,	Mixed-Humid,	4,	A
MD,	Washington,	Mixed-Humid,	4,	A
MD,	Wicomico,	Mixed-Humid,	4,	A
MD,	Worcester,	Mixed-Humid,	4,	A
MA,	Barnstable,	Cold,	5,	A
MA,	Berkshire,	Cold,	5,	A
MA,	Bristol,	Cold,	5,	A
MA,	Dukes,	Cold,	5,	A
MA,	Essex,	Cold,	5,	A
MA,	Franklin,	Cold,	5,	A
MA,	Hampden,	Cold,	5,	A
MA,	Hampshire,	Cold,	5,	A
MA,	Middlesex,	Cold,	5,	A
MA,	Nantucket,	Cold,	5,	A
MA,	Norfolk,	Cold,	5,	A
MA,	Plymouth,	Cold,	5,	A
MA,	Suffolk,	Cold,	5,	A
MA,	Worcester,	Cold,	5,	A
MI,	Alcona,	Cold,	6,	A
MI,	Alger,	Cold,	6,	A
MI,	Allegan,	Cold,	5,	A
MI,	Alpena,	Cold,	6,	A
MI,	Antrim,	Cold,	6,	A
MI,	Arenac,	Cold,	6,	A
MI,	Baraga,	Very Cold,	7,	A
MI,	Barry,	Cold,	5,	A
MI,	Bay,	Cold,	5,	A
MI,	Benzie,	Cold,	6,	A
MI,	Berrien,	Cold,	5,	A
MI,	Branch,	Cold,	5,	A
MI,	Calhoun,	Cold,	5,	A
MI,	Cass,	Cold,	5,	A
MI,	Charlevoix,	Cold,	6,	A
MI,	Cheboygan,	Cold,	6,	A
MI,	Chippewa,	Very Cold,	7,	A
MI,	Clare,	Cold,	6,	A
MI,	Clinton,	Cold,	5,	A
MI,	Crawford,	Cold,	6,	A
MI,	Delta,	Cold,	6,	A
MI,	Dickinson,	Cold,	6,	A
MI,	Eaton,	Cold,	5,	A
MI,	Emmet,	Cold,	6,	A
MI,	Genesee,	Cold,	5,	A
MI,	Gladwin,	Cold,	6,	A
MI,	Gogebic,	Very Cold,	7,	A
MI,	Grand Traverse,	Cold,	6,	A
MI,	Gratiot,	Cold,	5,	A
MI,	Hillsdale,	Cold,	5,	A
MI,	Houghton,	Very Cold,	7,	A
MI,	Huron,	Cold,	6,	A
MI,	Ingham,	Cold,	5,	A
MI,	Ionia,	Cold,	5,	A
MI,	Iosco,	Cold,	6,	A
MI,	Iron,	Very Cold,	7,	A
MI,	Isabella,	Cold,	6,	A
MI,	Jackson,	Cold,	5,	A
MI,	Kalamazoo,	Cold,	5,	A
MI,	Kalkaska,	Cold,	6,	A
MI,	Kent,	Cold,	5,	A
MI,	Keweenaw,	Very Cold,	7,	A
MI,	Lake,	Cold,	6,	A
MI,	Lapeer,	Cold,	5,	A
MI,	Leelanau,	Cold,	6,	A
MI,	Lenawee,	Cold,	5,	A
MI,	Livingston,	Cold,	5,	A
MI,	Luce,	Very Cold,	7,	A
MI,	Mackinac,	Very Cold,	7,	A
MI,	Macomb,	Cold,	5,	A
MI,	Manistee,	Cold,	6,	A
MI,	Marquette,	Cold,	6,	A
MI,	Mason,	Cold,	6,	A
MI,	Mecosta,	Cold,	6,	A
MI,	Menominee,	Cold,	6,	A
MI,	Midland,	Cold,	5,	A
MI,	Missaukee,	Cold,	6,	A
MI,	Monroe,	Cold,	5,	A
MI,	Montcalm,	Cold,	5,	A
MI,	Montmorency,	Cold,	6,	A
MI,	Muskegon,	Cold,	5,	A
MI,	Newaygo,	Cold,	6,	A
MI,	Oakland,	Cold,	5,	A
MI,	Oceana,	Cold,	6,	A
MI,	Ogemaw,	Cold,	6,	A
MI,	Ontonagon,	Very Cold,	7,	A
MI,	Osceola,	Cold,	6,	A
MI,	Oscoda,	Cold,	6,	A
MI,	Otsego,	Cold,	6,	A
MI,	Ottawa,	Cold,	5,	A
MI,	Presque Isle,	Cold,	6,	A
MI,	Roscommon,	Cold,	6,	A
MI,	Saginaw,	Cold,	5,	A
MI,	Sanilac,	Cold,	6,	A
MI,	Schoolcraft,	Very Cold,	7,	A
MI,	Shiawassee,	Cold,	5,	A
MI,	St. Clair,	Cold,	5,	A
MI,	St. Joseph,	Cold,	5,	A
MI,	Tuscola,	Cold,	5,	A
MI,	Van Buren,	Cold,	5,	A
MI,	Washtenaw,	Cold,	5,	A
MI,	Wayne,	Cold,	5,	A
MI,	Wexford,	Cold,	6,	A
MN,	Aitkin,	Very Cold,	7,	A
MN,	Anoka,	Cold,	6,	A
MN,	Becker,	Very Cold,	7,	A
MN,	Beltrami,	Very Cold,	7,	A
MN,	Benton,	Cold,	6,	A
MN,	Big Stone,	Cold,	6,	A
MN,	Blue Earth,	Cold,	6,	A
MN,	Brown,	Cold,	6,	A
MN,	Carlton,	Very Cold,	7,	A
MN,	Carver,	Cold,	6,	A
MN,	Cass,	Very Cold,	7,	A
MN,	Chippewa,	Cold,	6,	A
MN,	Chisago,	Cold,	6,	A
MN,	Clay,	Very Cold,	7,	A
MN,	Clearwater,	Very Cold,	7,	A
MN,	Cook,	Very Cold,	7,	A
MN,	Cottonwood,	Cold,	6,	A
MN,	Crow Wing,	Very Cold,	7,	A
MN,	Dakota,	Cold,	6,	A
MN,	Dodge,	Cold,	6,	A
MN,	Douglas,	Cold,	6,	A
MN,	Faribault,	Cold,	6,	A
MN,	Fillmore,	Cold,	6,	A
MN,	Freeborn,	Cold,	6,	A
MN,	Goodhue,	Cold,	6,	A
MN,	Grant,	Very Cold,	7,	A
MN,	Hennepin,	Cold,	6,	A
MN,	Houston,	Cold,	6,	A
MN,	Hubbard,	Very Cold,	7,	A
MN,	Isanti,	Cold,	6,	A
MN,	Itasca,	Very Cold,	7,	A
MN,	Jackson,	Cold,	6,	A
MN,	Kanabec,	Very Cold,	7,	A
MN,	Kandiyohi,	Cold,	6,	A
MN,	Kittson,	Very Cold,	7,	A
MN,	Koochiching,	Very Cold,	7,	A
MN,	Lac qui Parle,	Cold,	6,	A
MN,	Lake,	Very Cold,	7,	A
MN,	Lake of the Woods,	Very Cold,	7,	A
MN,	Le Sueur,	Cold,	6,	A
MN,	Lincoln,	Cold,	6,	A
MN,	Lyon,	Cold,	6,	A
MN,	Mahnomen,	Very Cold,	7,	A
MN,	Marshall,	Very Cold,	7,	A
MN,	Martin,	Cold,	6,	A
MN,	McLeod,	Cold,	6,	A
MN,	Meeker,	Cold,	6,	A
MN,	Mille Lacs,	Very Cold,	7,	A
MN,	Morrison,	Cold,	6,	A
MN,	Mower,	Cold,	6,	A
MN,	Murray,	Cold,	6,	A
MN,	Nicollet,	Cold,	6,	A
MN,	Nobles,	Cold,	6,	A
MN,	Norman,	Very Cold,	7,	A
MN,	Olmsted,	Cold,	6,	A
MN,	Otter Tail,	Very Cold,	7,	A
MN,	Pennington,	Very Cold,	7,	A
MN,	Pine,	Very Cold,	7,	A
MN,	Pipestone,	Cold,	6,	A
MN,	Polk,	Very Cold,	7,	A
MN,	Pope,	Cold,	6,	A
MN,	Ramsey,	Cold,	6,	A
MN,	Red Lake,	Very Cold,	7,	A
MN,	Redwood,	Cold,	6,	A
MN,	Renville,	Cold,	6,	A
MN,	Rice,	Cold,	6,	A
MN,	Rock,	Cold,	6,	A
MN,	Roseau,	Very Cold,	7,	A
MN,	Scott,	Cold,	6,	A
MN,	Sherburne,	Cold,	6,	A
MN,	Sibley,	Cold,	6,	A
MN,	St. Louis,	Very Cold,	7,	A
MN,	Stearns,	Cold,	6,	A
MN,	Steele,	Cold,	6,	A
MN,	Stevens,	Cold,	6,	A
MN,	Swift,	Cold,	6,	A
MN,	Todd,	Cold,	6,	A
MN,	Traverse,	Cold,	6,	A
MN,	Wabasha,	Cold,	6,	A
MN,	Wadena,	Very Cold,	7,	A
MN,	Waseca,	Cold,	6,	A
MN,	Washington,	Cold,	6,	A
MN,	Watonwan,	Cold,	6,	A
MN,	Wilkin,	Very Cold,	7,	A
MN,	Winona,	Cold,	6,	A
MN,	Wright,	Cold,	6,	A
MN,	Yellow Medicine,	Cold,	6,	A
MS,	Adams,	Hot-Humid,	3,	A
MS,	Alcorn,	Mixed-Humid,	3,	A
MS,	Amite,	Hot-Humid,	3,	A
MS,	Attala,	Mixed-Humid,	3,	A
MS,	Benton,	Mixed-Humid,	3,	A
MS,	Bolivar,	Mixed-Humid,	3,	A
MS,	Calhoun,	Mixed-Humid,	3,	A
MS,	Carroll,	Mixed-Humid,	3,	A
MS,	Chickasaw,	Mixed-Humid,	3,	A
MS,	Choctaw,	Mixed-Humid,	3,	A
MS,	Claiborne,	Hot-Humid,	3,	A
MS,	Clarke,	Mixed-Humid,	3,	A
MS,	Clay,	Mixed-Humid,	3,	A
MS,	Coahoma,	Mixed-Humid,	3,	A
MS,	Copiah,	Hot-Humid,	3,	A
MS,	Covington,	Hot-Humid,	3,	A
MS,	DeSoto,	Mixed-Humid,	3,	A
MS,	Forrest,	Hot-Humid,	3,	A
MS,	Franklin,	Hot-Humid,	3,	A
MS,	George,	Hot-Humid,	3,	A
MS,	Greene,	Hot-Humid,	3,	A
MS,	Grenada,	Mixed-Humid,	3,	A
MS,	Hancock,	Hot-Humid,	2,	A
MS,	Harrison,	Hot-Humid,	2,	A
MS,	Hinds,	Hot-Humid,	3,	A
MS,	Holmes,	Mixed-Humid,	3,	A
MS,	Humphreys,	Mixed-Humid,	3,	A
MS,	Issaquena,	Mixed-Humid,	3,	A
MS,	Itawamba,	Mixed-Humid,	3,	A
MS,	Jackson,	Hot-Humid,	2,	A
MS,	Jasper,	Mixed-Humid,	3,	A
MS,	Jefferson,	Hot-Humid,	3,	A
MS,	Jefferson Davis,	Hot-Humid,	3,	A
MS,	Jones,	Hot-Humid,	3,	A
MS,	Kemper,	Mixed-Humid,	3,	A
MS,	Lafayette,	Mixed-Humid,	3,	A
MS,	Lamar,	Hot-Humid,	3,	A
MS,	Lauderdale,	Mixed-Humid,	3,	A
MS,	Lawrence,	Hot-Humid,	3,	A
MS,	Leake,	Mixed-Humid,	3,	A
MS,	Lee,	Mixed-Humid,	3,	A
MS,	Leflore,	Mixed-Humid,	3,	A
MS,	Lincoln,	Hot-Humid,	3,	A
MS,	Lowndes,	Mixed-Humid,	3,	A
MS,	Madison,	Mixed-Humid,	3,	A
MS,	Marion,	Hot-Humid,	3,	A
MS,	Marshall,	Mixed-Humid,	3,	A
MS,	Monroe,	Mixed-Humid,	3,	A
MS,	Montgomery,	Mixed-Humid,	3,	A
MS,	Neshoba,	Mixed-Humid,	3,	A
MS,	Newton,	Mixed-Humid,	3,	A
MS,	Noxubee,	Mixed-Humid,	3,	A
MS,	Oktibbeha,	Mixed-Humid,	3,	A
MS,	Panola,	Mixed-Humid,	3,	A
MS,	Pearl River,	Hot-Humid,	2,	A
MS,	Perry,	Hot-Humid,	3,	A
MS,	Pike,	Hot-Humid,	3,	A
MS,	Pontotoc,	Mixed-Humid,	3,	A
MS,	Prentiss,	Mixed-Humid,	3,	A
MS,	Quitman,	Mixed-Humid,	3,	A
MS,	Rankin,	Hot-Humid,	3,	A
MS,	Scott,	Mixed-Humid,	3,	A
MS,	Sharkey,	Mixed-Humid,	3,	A
MS,	Simpson,	Hot-Humid,	3,	A
MS,	Smith,	Hot-Humid,	3,	A
MS,	Stone,	Hot-Humid,	2,	A
MS,	Sunflower,	Mixed-Humid,	3,	A
MS,	Tallahatchie,	Mixed-Humid,	3,	A
MS,	Tate,	Mixed-Humid,	3,	A
MS,	Tippah,	Mixed-Humid,	3,	A
MS,	Tishomingo,	Mixed-Humid,	3,	A
MS,	Tunica,	Mixed-Humid,	3,	A
MS,	Union,	Mixed-Humid,	3,	A
MS,	Walthall,	Hot-Humid,	3,	A
MS,	Warren,	Hot-Humid,	3,	A
MS,	Washington,	Mixed-Humid,	3,	A
MS,	Wayne,	Hot-Humid,	3,	A
MS,	Webster,	Mixed-Humid,	3,	A
MS,	Wilkinson,	Hot-Humid,	3,	A
MS,	Winston,	Mixed-Humid,	3,	A
MS,	Yalobusha,	Mixed-Humid,	3,	A
MS,	Yazoo,	Mixed-Humid,	3,	A
MO,	Adair,	Cold,	5,	A
MO,	Andrew,	Cold,	5,	A
MO,	Atchison,	Cold,	5,	A
MO,	Audrain,	Mixed-Humid,	4,	A
MO,	Barry,	Mixed-Humid,	4,	A
MO,	Barton,	Mixed-Humid,	4,	A
MO,	Bates,	Mixed-Humid,	4,	A
MO,	Benton,	Mixed-Humid,	4,	A
MO,	Bollinger,	Mixed-Humid,	4,	A
MO,	Boone,	Mixed-Humid,	4,	A
MO,	Buchanan,	Cold,	5,	A
MO,	Butler,	Mixed-Humid,	4,	A
MO,	Caldwell,	Cold,	5,	A
MO,	Callaway,	Mixed-Humid,	4,	A
MO,	Camden,	Mixed-Humid,	4,	A
MO,	Cape Girardeau,	Mixed-Humid,	4,	A
MO,	Carroll,	Mixed-Humid,	4,	A
MO,	Carter,	Mixed-Humid,	4,	A
MO,	Cass,	Mixed-Humid,	4,	A
MO,	Cedar,	Mixed-Humid,	4,	A
MO,	Chariton,	Cold,	5,	A
MO,	Christian,	Mixed-Humid,	4,	A
MO,	Clark,	Cold,	5,	A
MO,	Clay,	Mixed-Humid,	4,	A
MO,	Clinton,	Cold,	5,	A
MO,	Cole,	Mixed-Humid,	4,	A
MO,	Cooper,	Mixed-Humid,	4,	A
MO,	Crawford,	Mixed-Humid,	4,	A
MO,	Dade,	Mixed-Humid,	4,	A
MO,	Dallas,	Mixed-Humid,	4,	A
MO,	Daviess,	Cold,	5,	A
MO,	DeKalb,	Cold,	5,	A
MO,	Dent,	Mixed-Humid,	4,	A
MO,	Douglas,	Mixed-Humid,	4,	A
MO,	Dunklin,	Mixed-Humid,	4,	A
MO,	Franklin,	Mixed-Humid,	4,	A
MO,	Gasconade,	Mixed-Humid,	4,	A
MO,	Gentry,	Cold,	5,	A
MO,	Greene,	Mixed-Humid,	4,	A
MO,	Grundy,	Cold,	5,	A
MO,	Harrison,	Cold,	5,	A
MO,	Henry,	Mixed-Humid,	4,	A
MO,	Hickory,	Mixed-Humid,	4,	A
MO,	Holt,	Cold,	5,	A
MO,	Howard,	Mixed-Humid,	4,	A
MO,	Howell,	Mixed-Humid,	4,	A
MO,	Iron,	Mixed-Humid,	4,	A
MO,	Jackson,	Mixed-Humid,	4,	A
MO,	Jasper,	Mixed-Humid,	4,	A
MO,	Jefferson,	Mixed-Humid,	4,	A
MO,	Johnson,	Mixed-Humid,	4,	A
MO,	Knox,	Cold,	5,	A
MO,	Laclede,	Mixed-Humid,	4,	A
MO,	Lafayette,	Mixed-Humid,	4,	A
MO,	Lawrence,	Mixed-Humid,	4,	A
MO,	Lewis,	Cold,	5,	A
MO,	Lincoln,	Mixed-Humid,	4,	A
MO,	Linn,	Cold,	5,	A
MO,	Livingston,	Cold,	5,	A
MO,	Macon,	Cold,	5,	A
MO,	Madison,	Mixed-Humid,	4,	A
MO,	Maries,	Mixed-Humid,	4,	A
MO,	Marion,	Cold,	5,	A
MO,	McDonald,	Mixed-Humid,	4,	A
MO,	Mercer,	Cold,	5,	A
MO,	Miller,	Mixed-Humid,	4,	A
MO,	Mississippi,	Mixed-Humid,	4,	A
MO,	Moniteau,	Mixed-Humid,	4,	A
MO,	Monroe,	Mixed-Humid,	4,	A
MO,	Montgomery,	Mixed-Humid,	4,	A
MO,	Morgan,	Mixed-Humid,	4,	A
MO,	New Madrid,	Mixed-Humid,	4,	A
MO,	Newton,	Mixed-Humid,	4,	A
MO,	Nodaway,	Cold,	5,	A
MO,	Oregon,	Mixed-Humid,	4,	A
MO,	Osage,	Mixed-Humid,	4,	A
MO,	Ozark,	Mixed-Humid,	4,	A
MO,	Pemiscot,	Mixed-Humid,	4,	A
MO,	Perry,	Mixed-Humid,	4,	A
MO,	Pettis,	Mixed-Humid,	4,	A
MO,	Phelps,	Mixed-Humid,	4,	A
MO,	Pike,	Cold,	5,	A
MO,	Platte,	Mixed-Humid,	4,	A
MO,	Polk,	Mixed-Humid,	4,	A
MO,	Pulaski,	Mixed-Humid,	4,	A
MO,	Putnam,	Cold,	5,	A
MO,	Ralls,	Cold,	5,	A
MO,	Randolph,	Mixed-Humid,	4,	A
MO,	Ray,	Mixed-Humid,	4,	A
MO,	Reynolds,	Mixed-Humid,	4,	A
MO,	Ripley,	Mixed-Humid,	4,	A
MO,	Saline,	Mixed-Humid,	4,	A
MO,	Schuyler,	Cold,	5,	A
MO,	Scotland,	Cold,	5,	A
MO,	Scott,	Mixed-Humid,	4,	A
MO,	Shannon,	Mixed-Humid,	4,	A
MO,	Shelby,	Cold,	5,	A
MO,	St. Charles,	Mixed-Humid,	4,	A
MO,	St. Clair,	Mixed-Humid,	4,	A
MO,	St. Francois,	Mixed-Humid,	4,	A
MO,	St. Louis,	Mixed-Humid,	4,	A
MO,	St. Louis (city),	Mixed-Humid,	4,	A
MO,	Ste.  Genevieve,	Mixed-Humid,	4,	A
MO,	Stoddard,	Mixed-Humid,	4,	A
MO,	Stone,	Mixed-Humid,	4,	A
MO,	Sullivan,	Cold,	5,	A
MO,	Taney,	Mixed-Humid,	4,	A
MO,	Texas,	Mixed-Humid,	4,	A
MO,	Vernon,	Mixed-Humid,	4,	A
MO,	Warren,	Mixed-Humid,	4,	A
MO,	Washington,	Mixed-Humid,	4,	A
MO,	Wayne,	Mixed-Humid,	4,	A
MO,	Webster,	Mixed-Humid,	4,	A
MO,	Worth,	Cold,	5,	A
MO,	Wright,	Mixed-Humid,	4,	A
MT,	Beaverhead,	Cold,	6,	B
MT,	Big Horn,	Cold,	6,	B
MT,	Blaine,	Cold,	6,	B
MT,	Broadwater,	Cold,	6,	B
MT,	Carbon,	Cold,	6,	B
MT,	Carter,	Cold,	6,	B
MT,	Cascade,	Cold,	6,	B
MT,	Chouteau,	Cold,	6,	B
MT,	Custer,	Cold,	6,	B
MT,	Daniels,	Cold,	6,	B
MT,	Dawson,	Cold,	6,	B
MT,	Deer Lodge,	Cold,	6,	B
MT,	Fallon,	Cold,	6,	B
MT,	Fergus,	Cold,	6,	B
MT,	Flathead,	Cold,	6,	B
MT,	Gallatin,	Cold,	6,	B
MT,	Garfield,	Cold,	6,	B
MT,	Glacier,	Cold,	6,	B
MT,	Golden Valley,	Cold,	6,	B
MT,	Granite,	Cold,	6,	B
MT,	Hill,	Cold,	6,	B
MT,	Jefferson,	Cold,	6,	B
MT,	Judith Basin,	Cold,	6,	B
MT,	Lake,	Cold,	6,	B
MT,	Lewis and Clark,	Cold,	6,	B
MT,	Liberty,	Cold,	6,	B
MT,	Lincoln,	Cold,	6,	B
MT,	Madison,	Cold,	6,	B
MT,	McCone,	Cold,	6,	B
MT,	Meagher,	Cold,	6,	B
MT,	Mineral,	Cold,	6,	B
MT,	Missoula,	Cold,	6,	B
MT,	Musselshell,	Cold,	6,	B
MT,	Park,	Cold,	6,	B
MT,	Petroleum,	Cold,	6,	B
MT,	Phillips,	Cold,	6,	B
MT,	Pondera,	Cold,	6,	B
MT,	Powder River,	Cold,	6,	B
MT,	Powell,	Cold,	6,	B
MT,	Prairie,	Cold,	6,	B
MT,	Ravalli,	Cold,	6,	B
MT,	Richland,	Cold,	6,	B
MT,	Roosevelt,	Cold,	6,	B
MT,	Rosebud,	Cold,	6,	B
MT,	Sanders,	Cold,	6,	B
MT,	Sheridan,	Cold,	6,	B
MT,	Silver Bow,	Cold,	6,	B
MT,	Stillwater,	Cold,	6,	B
MT,	Sweet Grass,	Cold,	6,	B
MT,	Teton,	Cold,	6,	B
MT,	Toole,	Cold,	6,	B
MT,	Treasure,	Cold,	6,	B
MT,	Valley,	Cold,	6,	B
MT,	Wheatland,	Cold,	6,	B
MT,	Wibaux,	Cold,	6,	B
MT,	Yellowstone,	Cold,	6,	B
NE,	Adams,	Cold,	5,	A
NE,	Antelope,	Cold,	5,	A
NE,	Arthur,	Cold,	5,	A
NE,	Banner,	Cold,	5,	A
NE,	Blaine,	Cold,	5,	A
NE,	Boone,	Cold,	5,	A
NE,	Box Butte,	Cold,	5,	A
NE,	Boyd,	Cold,	5,	A
NE,	Brown,	Cold,	5,	A
NE,	Buffalo,	Cold,	5,	A
NE,	Burt,	Cold,	5,	A
NE,	Butler,	Cold,	5,	A
NE,	Cass,	Cold,	5,	A
NE,	Cedar,	Cold,	5,	A
NE,	Chase,	Cold,	5,	A
NE,	Cherry,	Cold,	5,	A
NE,	Cheyenne,	Cold,	5,	A
NE,	Clay,	Cold,	5,	A
NE,	Colfax,	Cold,	5,	A
NE,	Cuming,	Cold,	5,	A
NE,	Custer,	Cold,	5,	A
NE,	Dakota,	Cold,	5,	A
NE,	Dawes,	Cold,	5,	A
NE,	Dawson,	Cold,	5,	A
NE,	Deuel,	Cold,	5,	A
NE,	Dixon,	Cold,	5,	A
NE,	Dodge,	Cold,	5,	A
NE,	Douglas,	Cold,	5,	A
NE,	Dundy,	Cold,	5,	A
NE,	Fillmore,	Cold,	5,	A
NE,	Franklin,	Cold,	5,	A
NE,	Frontier,	Cold,	5,	A
NE,	Furnas,	Cold,	5,	A
NE,	Gage,	Cold,	5,	A
NE,	Garden,	Cold,	5,	A
NE,	Garfield,	Cold,	5,	A
NE,	Gosper,	Cold,	5,	A
NE,	Grant,	Cold,	5,	A
NE,	Greeley,	Cold,	5,	A
NE,	Hall,	Cold,	5,	A
NE,	Hamilton,	Cold,	5,	A
NE,	Harlan,	Cold,	5,	A
NE,	Hayes,	Cold,	5,	A
NE,	Hitchcock,	Cold,	5,	A
NE,	Holt,	Cold,	5,	A
NE,	Hooker,	Cold,	5,	A
NE,	Howard,	Cold,	5,	A
NE,	Jefferson,	Cold,	5,	A
NE,	Johnson,	Cold,	5,	A
NE,	Kearney,	Cold,	5,	A
NE,	Keith,	Cold,	5,	A
NE,	Keya Paha,	Cold,	5,	A
NE,	Kimball,	Cold,	5,	A
NE,	Knox,	Cold,	5,	A
NE,	Lancaster,	Cold,	5,	A
NE,	Lincoln,	Cold,	5,	A
NE,	Logan,	Cold,	5,	A
NE,	Loup,	Cold,	5,	A
NE,	Madison,	Cold,	5,	A
NE,	McPherson,	Cold,	5,	A
NE,	Merrick,	Cold,	5,	A
NE,	Morrill,	Cold,	5,	A
NE,	Nance,	Cold,	5,	A
NE,	Nemaha,	Cold,	5,	A
NE,	Nuckolls,	Cold,	5,	A
NE,	Otoe,	Cold,	5,	A
NE,	Pawnee,	Cold,	5,	A
NE,	Perkins,	Cold,	5,	A
NE,	Phelps,	Cold,	5,	A
NE,	Pierce,	Cold,	5,	A
NE,	Platte,	Cold,	5,	A
NE,	Polk,	Cold,	5,	A
NE,	Red Willow,	Cold,	5,	A
NE,	Richardson,	Cold,	5,	A
NE,	Rock,	Cold,	5,	A
NE,	Saline,	Cold,	5,	A
NE,	Sarpy,	Cold,	5,	A
NE,	Saunders,	Cold,	5,	A
NE,	Scotts Bluff,	Cold,	5,	A
NE,	Seward,	Cold,	5,	A
NE,	Sheridan,	Cold,	5,	A
NE,	Sherman,	Cold,	5,	A
NE,	Sioux,	Cold,	5,	A
NE,	Stanton,	Cold,	5,	A
NE,	Thayer,	Cold,	5,	A
NE,	Thomas,	Cold,	5,	A
NE,	Thurston,	Cold,	5,	A
NE,	Valley,	Cold,	5,	A
NE,	Washington,	Cold,	5,	A
NE,	Wayne,	Cold,	5,	A
NE,	Webster,	Cold,	5,	A
NE,	Wheeler,	Cold,	5,	A
NE,	York,	Cold,	5,	A
NV,	Carson City (city),	Cold,	5,	B
NV,	Churchill,	Cold,	5,	B
NV,	Clark,	Hot-Dry,	3,	B
NV,	Douglas,	Cold,	5,	B
NV,	Elko,	Cold,	5,	B
NV,	Esmeralda,	Cold,	5,	B
NV,	Eureka,	Cold,	5,	B
NV,	Humboldt,	Cold,	5,	B
NV,	Lander,	Cold,	5,	B
NV,	Lincoln,	Cold,	5,	B
NV,	Lyon,	Cold,	5,	B
NV,	Mineral,	Cold,	5,	B
NV,	Nye,	Cold,	5,	B
NV,	Pershing,	Cold,	5,	B
NV,	Storey,	Cold,	5,	B
NV,	Washoe,	Cold,	5,	B
NV,	White Pine,	Cold,	5,	B
NH,	Belknap,	Cold,	6,	A
NH,	Carroll,	Cold,	6,	A
NH,	Cheshire,	Cold,	5,	A
NH,	Coos,	Cold,	6,	A
NH,	Grafton,	Cold,	6,	A
NH,	Hillsborough,	Cold,	5,	A
NH,	Merrimack,	Cold,	6,	A
NH,	Rockingham,	Cold,	5,	A
NH,	Strafford,	Cold,	5,	A
NH,	Sullivan,	Cold,	6,	A
NJ,	Atlantic,	Mixed-Humid,	4,	A
NJ,	Bergen,	Cold,	5,	A
NJ,	Burlington,	Mixed-Humid,	4,	A
NJ,	Camden,	Mixed-Humid,	4,	A
NJ,	Cape May,	Mixed-Humid,	4,	A
NJ,	Cumberland,	Mixed-Humid,	4,	A
NJ,	Essex,	Mixed-Humid,	4,	A
NJ,	Gloucester,	Mixed-Humid,	4,	A
NJ,	Hudson,	Mixed-Humid,	4,	A
NJ,	Hunterdon,	Cold,	5,	A
NJ,	Mercer,	Cold,	5,	A
NJ,	Middlesex,	Mixed-Humid,	4,	A
NJ,	Monmouth,	Mixed-Humid,	4,	A
NJ,	Morris,	Cold,	5,	A
NJ,	Ocean,	Mixed-Humid,	4,	A
NJ,	Passaic,	Cold,	5,	A
NJ,	Salem,	Mixed-Humid,	4,	A
NJ,	Somerset,	Cold,	5,	A
NJ,	Sussex,	Cold,	5,	A
NJ,	Union,	Mixed-Humid,	4,	A
NJ,	Warren,	Cold,	5,	A
NM,	Bernalillo,	Mixed-Dry,	4,	B
NM,	Catron,	Cold,	5,	B
NM,	Chaves,	Hot-Dry,	3,	B
NM,	Cibola,	Cold,	4,	B
NM,	Colfax,	Cold,	5,	B
NM,	Curry,	Mixed-Dry,	4,	B
NM,	De Baca,	Mixed-Dry,	4,	B
NM,	Doña Ana,	Hot-Dry,	3,	B
NM,	Eddy,	Hot-Dry,	3,	B
NM,	Grant,	Mixed-Dry,	4,	B
NM,	Guadalupe,	Mixed-Dry,	4,	B
NM,	Harding,	Cold,	5,	B
NM,	Hidalgo,	Hot-Dry,	3,	B
NM,	Lea,	Hot-Dry,	3,	B
NM,	Lincoln,	Mixed-Dry,	4,	B
NM,	Los Alamos,	Cold,	5,	B
NM,	Luna,	Hot-Dry,	3,	B
NM,	McKinley,	Cold,	5,	B
NM,	Mora,	Cold,	5,	B
NM,	Otero,	Hot-Dry,	3,	B
NM,	Quay,	Mixed-Dry,	4,	B
NM,	Rio Arriba,	Cold,	5,	B
NM,	Roosevelt,	Mixed-Dry,	4,	B
NM,	San Juan,	Cold,	5,	B
NM,	San Miguel,	Cold,	5,	B
NM,	Sandoval,	Cold,	5,	B
NM,	Santa Fe,	Cold,	5,	B
NM,	Sierra,	Mixed-Dry,	4,	B
NM,	Socorro,	Mixed-Dry,	4,	B
NM,	Taos,	Cold,	5,	B
NM,	Torrance,	Cold,	5,	B
NM,	Union,	Mixed-Dry,	4,	B
NM,	Valencia,	Mixed-Dry,	4,	B
NY,	Albany,	Cold,	5,	A
NY,	Allegany,	Cold,	6,	A
NY,	Bronx,	Mixed-Humid,	4,	A
NY,	Broome,	Cold,	6,	A
NY,	Cattaraugus,	Cold,	6,	A
NY,	Cayuga,	Cold,	5,	A
NY,	Chautauqua,	Cold,	5,	A
NY,	Chemung,	Cold,	5,	A
